mission_id,profile_id,structured_score_true,semantic_score_true,business_score_true,final_score_true,label
1,104,0.6715,0.0338,0.0645,0.295,0
1,105,0.6982,0.0089,0.5271,0.3883,0
1,106,0.7453,0.0,0.005,0.2991,0
1,107,0.4706,0.0038,0.4643,0.2826,0
1,108,0.5853,0.0201,0.0,0.2422,0
1,109,0.4659,0.0908,0.4605,0.3148,0
1,110,0.8543,0.0,0.0531,0.3524,0
1,111,0.6878,0.0716,0.1516,0.3341,0
1,112,0.8496,0.1378,0.6419,0.5233,1
1,113,0.4558,0.0,0.0,0.1823,0
1,114,0.5628,0.0481,0.0526,0.2549,0
1,115,0.6894,0.0615,0.2209,0.3445,0
1,116,0.7305,0.0719,0.2897,0.3789,0
1,117,0.7647,0.0572,0.0251,0.3338,0
1,118,0.5149,0.0191,0.0062,0.2149,0
1,119,0.5109,0.042,0.4442,0.31,0
1,120,0.6032,0.0711,0.5619,0.3821,0
1,121,1.0,0.0446,0.1627,0.4504,1
1,122,0.8717,0.1076,0.3499,0.4617,1
1,123,0.6825,0.1024,0.5298,0.4199,0
1,124,0.8605,0.1798,0.9248,0.6011,2
1,125,0.6624,0.0,0.1858,0.3021,0
1,126,0.3972,0.0183,0.0,0.1662,0
1,127,0.8233,0.0,0.1299,0.3553,0
1,128,0.7964,0.0,0.1769,0.3539,0
1,129,0.9964,0.0098,0.2498,0.4525,1
1,130,0.7575,0.0,0.0338,0.3098,0
1,131,0.7726,0.0,0.3169,0.3724,0
1,132,0.8958,0.002,0.2513,0.4094,0
1,133,0.6988,0.0411,0.26,0.348,0
1,134,0.6315,0.0368,0.0,0.2673,0
1,135,0.8343,0.1237,0.3368,0.4506,1
1,136,0.5833,0.0347,0.0,0.2472,0
1,137,0.4329,0.0,0.0,0.1732,0
1,138,0.8363,0.081,0.1656,0.4,0
1,139,0.5418,0.0191,0.0,0.2244,0
1,140,0.7347,0.1291,0.235,0.3925,0
1,141,0.6864,0.0213,0.1852,0.3201,0
1,142,0.6374,0.0141,0.0,0.2606,0
1,143,0.4192,0.0,0.0091,0.1695,0
1,144,0.6758,0.0496,0.0088,0.2919,0
1,145,0.8435,0.0419,0.5442,0.463,1
1,146,0.6848,0.1031,0.3454,0.3843,0
1,147,0.891,0.0,0.1462,0.3857,0
1,148,0.6713,0.0653,0.0,0.2946,0
1,149,0.7517,0.0,0.0,0.3007,0
1,150,0.6021,0.2394,0.1433,0.3653,0
1,151,0.8057,0.0299,0.397,0.4136,0
1,152,0.4662,0.0559,0.1734,0.2435,0
1,153,0.9085,0.0389,0.3408,0.4471,1
1,154,0.7471,0.0735,0.2506,0.3784,0
1,155,0.9119,0.0468,0.2909,0.4417,1
1,156,0.4261,0.0,0.034,0.1772,0
1,157,0.5002,0.0047,0.2033,0.2426,0
1,158,0.7782,0.0,0.063,0.3239,0
1,159,0.6856,0.0,0.2715,0.3285,0
1,160,0.8078,0.0536,0.3187,0.4083,0
1,161,0.7538,0.0385,0.048,0.3265,0
1,162,0.3858,0.0,0.0027,0.1549,0
1,163,0.8119,0.0,0.0,0.3248,0
1,164,0.8619,0.0207,0.0924,0.3715,0
1,165,0.7188,0.0506,0.3931,0.3864,0
1,166,0.7071,0.041,0.0431,0.3079,0
1,167,0.8108,0.0678,0.1151,0.3745,0
1,168,0.7128,0.0,0.0999,0.3051,0
1,169,0.6381,0.0,0.0201,0.2593,0
1,170,0.644,0.0506,0.0908,0.296,0
1,171,0.804,0.0278,0.0088,0.3345,0
1,172,0.6335,0.0768,0.1536,0.3148,0
1,173,0.7723,0.0541,0.4751,0.4256,0
1,174,0.7594,0.0,0.2553,0.3548,0
1,175,0.6119,0.0673,0.1617,0.304,0
1,176,0.9778,0.0587,0.2318,0.461,1
1,177,0.7226,0.1043,0.1913,0.369,0
1,178,0.4581,0.0666,0.0409,0.218,0
1,179,0.6271,0.0191,0.0,0.2585,0
1,180,0.9207,0.0788,0.6445,0.5287,1
1,181,0.6788,0.0052,0.1891,0.3114,0
1,182,0.6389,0.0512,0.4644,0.3689,0
1,183,0.599,0.0039,0.0,0.2412,0
1,184,0.5023,0.0393,0.0202,0.2207,0
1,185,0.7567,0.0,0.0365,0.31,0
1,186,0.7265,0.0982,0.275,0.3849,0
1,187,0.7845,0.0727,0.4396,0.4308,0
1,188,0.3867,0.0244,0.0,0.1645,0
1,189,0.7197,0.0,0.1913,0.3261,0
1,190,0.7918,0.0877,0.1828,0.3884,0
1,191,0.6489,0.0224,0.0906,0.2866,0
1,192,0.8138,0.0513,0.025,0.351,0
1,193,0.6738,0.0082,0.0811,0.289,0
1,194,0.7665,0.0444,0.1444,0.3532,0
1,195,0.5675,0.0857,0.2897,0.3192,0
1,196,0.4547,0.0546,0.0009,0.2039,0
1,197,0.656,0.1794,0.2908,0.3923,0
1,198,0.5243,0.1229,0.0083,0.2605,0
1,199,0.7473,0.0321,0.1821,0.3482,0
1,200,0.7022,0.0079,0.4138,0.3668,0
1,201,0.3939,0.0288,0.3129,0.2316,0
1,202,0.537,0.0,0.0,0.2148,0
1,203,0.8835,0.0475,0.16,0.4044,0
1,204,0.5072,0.0163,0.0447,0.2183,0
1,205,0.5209,0.0824,0.6724,0.3758,0
1,206,0.5785,0.0879,0.1046,0.2875,0
1,207,0.844,0.1,0.2545,0.4285,0
1,208,0.8244,0.0046,0.0921,0.35,0
1,209,0.8088,0.0224,0.0221,0.3369,0
1,210,0.6139,0.0563,0.0683,0.2817,0
1,211,0.771,0.0213,0.0393,0.3248,0
1,212,0.6611,0.0,0.0293,0.2703,0
1,213,0.5027,0.1489,0.2838,0.3174,0
1,214,0.658,0.0039,0.0441,0.2736,0
1,215,0.5884,0.1428,0.1062,0.3137,0
1,216,0.6623,0.0481,0.1339,0.3109,0
1,217,0.7854,0.0497,0.0232,0.3387,0
1,218,0.8036,0.0107,0.4084,0.4074,0
1,219,0.787,0.077,0.1275,0.3711,0
1,220,0.6336,0.0,0.4283,0.3391,0
1,221,0.5534,0.006,0.1011,0.244,0
1,222,0.6119,0.1061,0.4404,0.3753,0
1,223,0.795,0.0036,0.0,0.3194,0
1,224,0.5751,0.0463,0.0445,0.2575,0
1,225,0.7723,0.0298,0.028,0.3265,0
1,226,0.7143,0.0121,0.0,0.2906,0
1,227,0.5286,0.0715,0.0,0.24,0
1,228,0.7846,0.0275,0.0,0.3248,0
1,229,0.6427,0.0585,0.3098,0.3424,0
1,230,0.5999,0.0465,0.06,0.2706,0
1,231,0.5812,0.004,0.0165,0.2374,0
1,232,0.5874,0.108,0.245,0.3272,0
1,233,0.7677,0.0105,0.0893,0.3291,0
1,234,0.5261,0.0112,0.0,0.2149,0
1,235,0.7197,0.0,0.0,0.2879,0
1,236,0.7938,0.1396,0.2519,0.4237,0
1,237,0.622,0.1592,0.6933,0.4511,1
1,238,0.6572,0.0102,0.0,0.267,0
1,239,0.6083,0.0,0.1754,0.2784,0
1,240,0.706,0.0105,0.2019,0.327,0
1,241,0.7194,0.0265,0.4033,0.379,0
1,242,0.5195,0.1164,0.2505,0.3044,0
1,243,0.4972,0.0659,0.0337,0.232,0
1,244,0.8782,0.0,0.0703,0.3654,0
1,245,0.6175,0.0361,0.1787,0.2972,0
1,246,0.8121,0.0688,0.1253,0.3774,0
1,247,0.4049,0.0199,0.0071,0.1713,0
1,248,0.726,0.0083,0.0,0.2937,0
1,249,0.4641,0.0348,0.168,0.2332,0
1,250,0.8693,0.0,0.2734,0.4024,0
1,251,0.6265,0.0522,0.0353,0.2785,0
1,252,0.7649,0.0605,0.1268,0.3555,0
1,253,0.4432,0.0169,0.0,0.184,0
1,254,0.7881,0.0604,0.4651,0.4324,1
1,255,0.8322,0.0633,0.3794,0.4341,1
1,256,0.5243,0.1166,0.113,0.279,0
1,257,0.5513,0.0438,0.3577,0.3096,0
1,258,0.7878,0.1223,0.7008,0.5042,1
1,259,0.5927,0.1079,0.3988,0.36,0
1,260,0.8904,0.1672,0.9268,0.6084,2
1,261,0.4603,0.0254,0.0,0.1943,0
1,262,0.6179,0.0348,0.1032,0.2817,0
1,263,0.8631,0.1111,0.7607,0.5418,2
1,264,0.7415,0.0,0.0,0.2966,0
1,265,0.8478,0.0863,0.1282,0.3993,0
1,266,0.6885,0.0,0.0,0.2754,0
1,267,0.486,0.0,0.0893,0.2123,0
1,268,0.5326,0.0578,0.6018,0.3565,0
1,269,0.6985,0.1084,0.0445,0.3317,0
1,270,0.7927,0.1127,0.3142,0.425,0
1,271,0.743,0.0919,0.3419,0.4023,0
1,272,0.6951,0.027,0.0,0.2888,0
1,273,0.5337,0.0,0.0747,0.2284,0
1,274,1.0,0.0983,0.5593,0.5512,2
1,275,0.6541,0.0256,0.355,0.3429,0
1,276,0.7322,0.0798,0.2989,0.3846,0
1,277,0.4774,0.0857,0.0,0.2252,0
1,278,0.5831,0.0,0.3291,0.2991,0
1,279,0.972,0.0505,0.1989,0.4488,1
1,280,0.7569,0.1266,0.1695,0.3873,0
1,281,0.7787,0.0023,0.3303,0.3785,0
1,282,0.4714,0.0,0.0,0.1886,0
1,283,0.5634,0.1322,0.3528,0.3488,0
1,284,0.6496,0.0346,0.0343,0.2805,0
1,285,0.6413,0.0399,0.0,0.2725,0
1,286,0.7876,0.0675,0.0,0.3421,0
1,287,0.6227,0.0463,0.0,0.2676,0
1,288,0.5862,0.0159,0.0,0.2408,0
1,289,0.816,0.183,0.5742,0.5144,1
1,290,0.4678,0.0358,0.2597,0.2534,0
1,291,0.5093,0.0209,0.0088,0.2138,0
1,292,0.3443,0.0231,0.1806,0.1831,0
1,293,0.5565,0.0739,0.3885,0.3298,0
1,294,0.506,0.0892,0.1732,0.2727,0
1,295,0.5074,0.0,0.0,0.203,0
1,296,0.6861,0.0187,0.0,0.2819,0
1,297,0.7611,0.0275,0.0,0.3155,0
1,298,0.7696,0.0169,0.4679,0.4082,0
1,299,0.7327,0.0114,0.0,0.2976,0
1,300,0.624,0.0,0.0,0.2496,0
1,301,0.9607,0.0586,0.4168,0.4911,1
1,302,0.7805,0.0099,0.137,0.3435,0
1,303,1.0,0.1474,0.5118,0.5613,2
1,304,0.6908,0.0803,0.1492,0.3383,0
1,305,0.7745,0.1082,0.1312,0.3793,0
1,306,0.9189,0.0435,0.6037,0.5057,1
1,307,1.0,0.0529,0.2625,0.4737,1
1,308,0.8331,0.0673,0.0979,0.3797,0
1,309,0.8834,0.102,0.1907,0.4323,0
1,310,0.4624,0.0404,0.183,0.2377,0
1,311,0.5552,0.0,0.0,0.2221,0
1,312,0.5881,0.0115,0.4578,0.3314,0
1,313,0.5586,0.0792,0.0122,0.2576,0
1,314,0.462,0.0202,0.0349,0.1999,0
1,315,0.5836,0.034,0.3804,0.3231,0
1,316,0.5907,0.0928,0.0636,0.2861,0
1,317,0.764,0.0,0.0684,0.3193,0
1,318,0.6367,0.0493,0.0,0.2744,0
1,319,0.7343,0.0,0.0028,0.2943,0
1,320,0.6373,0.0258,0.3128,0.3278,0
1,321,0.5261,0.0,0.0455,0.2196,0
1,322,0.7788,0.0102,0.0,0.3156,0
1,323,0.8859,0.0304,0.2124,0.409,0
1,324,0.8175,0.0466,0.0641,0.3584,0
1,325,0.6617,0.0786,0.0128,0.2987,0
1,326,0.7822,0.1325,0.6084,0.4876,1
1,327,0.7628,0.02,0.2929,0.3717,0
1,328,0.9479,0.0201,0.1466,0.4165,0
1,329,0.7981,0.0711,0.2604,0.3998,0
1,330,0.4881,0.0413,0.0397,0.2197,0
1,331,0.5642,0.0,0.3658,0.2988,0
1,332,0.7209,0.0455,0.038,0.3141,0
1,333,0.6934,0.0745,0.2295,0.353,0
1,334,0.9225,0.1359,0.2386,0.4711,1
1,335,0.5288,0.0,0.3893,0.2894,0
1,336,0.8679,0.1215,0.7323,0.5422,2
1,337,0.5374,0.0,0.0671,0.2284,0
1,338,0.7145,0.0393,0.0829,0.3181,0
1,339,0.4832,0.0446,0.0491,0.2209,0
1,340,1.0,0.1039,0.3816,0.5179,1
1,341,0.6343,0.0845,0.0495,0.2974,0
1,342,0.6818,0.091,0.3928,0.3877,0
1,343,0.9689,0.0602,0.5121,0.5141,1
1,344,0.7985,0.0,0.1542,0.3502,0
1,345,0.7358,0.0062,0.0796,0.3127,0
1,346,0.5941,0.0765,0.4079,0.3498,0
1,347,0.8277,0.0396,0.3405,0.415,0
1,348,0.8869,0.0624,0.475,0.4747,1
1,349,0.7646,0.0,0.0861,0.3231,0
1,350,0.7286,0.0108,0.0,0.2958,0
2,1,0.7966,0.0704,0.1178,0.3704,0
2,2,0.5104,0.018,0.0261,0.2166,0
2,3,0.8425,0.1262,0.7588,0.5392,2
2,4,0.8566,0.024,0.2759,0.4074,0
2,5,0.8312,0.0,0.0491,0.3423,0
2,6,0.7061,0.0245,0.1347,0.3192,0
2,7,0.7105,0.0202,0.2025,0.3328,0
2,8,0.857,0.0539,0.2363,0.4116,0
2,9,0.8436,0.1018,0.5557,0.4893,1
2,10,0.5777,0.0,0.4128,0.3136,0
2,11,0.8971,0.0567,0.0626,0.394,0
2,12,0.5359,0.1252,0.0,0.2644,0
2,13,0.598,0.0,0.1476,0.2687,0
2,14,0.7009,0.0937,0.3631,0.3905,0
2,15,0.7889,0.0077,0.0799,0.3346,0
2,16,0.773,0.0341,0.4161,0.406,0
2,17,0.6245,0.0,0.0395,0.2577,0
2,18,0.7954,0.1649,0.5102,0.4862,1
2,19,0.7936,0.0566,0.0,0.3401,0
2,20,0.6302,0.069,0.1534,0.3104,0
2,21,0.705,0.0456,0.4336,0.387,0
2,22,0.6143,0.0349,0.042,0.2681,0
2,23,0.5823,0.0651,0.0062,0.2602,0
2,24,0.6215,0.0658,0.0,0.2749,0
2,25,0.9168,0.0828,0.509,0.5016,1
2,26,0.8767,0.0238,0.1248,0.3852,0
2,27,0.7824,0.0585,0.2949,0.3954,0
2,28,0.5415,0.1481,0.2405,0.324,0
2,29,0.6848,0.0233,0.0,0.2832,0
2,30,0.7726,0.0968,0.5412,0.456,0
2,31,0.8888,0.0994,0.5046,0.4962,1
2,32,0.7549,0.0329,0.1911,0.3534,0
2,33,0.5823,0.0453,0.2406,0.2992,0
2,34,0.6243,0.0227,0.0,0.2588,0
2,35,0.9094,0.0691,0.1924,0.4299,0
2,36,0.7931,0.0719,0.0555,0.3571,0
2,37,0.8209,0.0716,0.2039,0.3978,0
2,38,0.9857,0.018,0.2662,0.4547,0
2,39,0.7859,0.0029,0.2034,0.3562,0
2,40,0.6725,0.0487,0.0655,0.3016,0
2,41,0.8453,0.0336,0.6239,0.4764,1
2,42,0.7527,0.113,0.4354,0.4333,0
2,43,0.829,0.0218,0.5879,0.4579,0
2,44,0.7594,0.0437,0.136,0.3484,0
2,45,1.0,0.0345,0.3455,0.4829,1
2,46,0.8057,0.0312,0.2675,0.3883,0
2,47,0.8869,0.0192,0.4025,0.443,0
2,48,0.8702,0.0262,0.094,0.3774,0
2,49,0.5916,0.0335,0.3594,0.3219,0
2,50,0.5022,0.0888,0.002,0.2368,0
2,51,0.8363,0.0069,0.2094,0.3792,0
2,52,0.7524,0.0572,0.4611,0.416,0
2,53,0.8436,0.089,0.6551,0.504,1
2,54,0.7214,0.0878,0.092,0.3421,0
2,55,0.7648,0.0727,0.4477,0.4245,0
2,56,0.7523,0.0281,0.2313,0.3584,0
2,57,0.6891,0.0008,0.0244,0.2809,0
2,58,0.8578,0.0136,0.5268,0.4539,0
2,59,0.8124,0.0604,0.4253,0.4342,0
2,60,0.7075,0.0014,0.5373,0.391,0
2,61,0.8314,0.0915,0.2747,0.4241,0
2,62,0.6204,0.0,0.0162,0.2514,0
2,63,0.7791,0.0823,0.1829,0.3811,0
2,64,0.8401,0.097,0.2419,0.4232,0
2,65,0.8949,0.0042,0.2453,0.4087,0
2,66,0.6517,0.0666,0.0,0.2873,0
2,67,0.5978,0.0,0.1027,0.2596,0
2,68,0.5421,0.0276,0.0408,0.236,0
2,69,0.7265,0.031,0.1527,0.3336,0
2,70,0.8026,0.0282,0.5821,0.4487,0
2,71,0.8022,0.0291,0.3068,0.3939,0
2,72,0.8415,0.0366,0.3483,0.4209,0
2,73,0.7321,0.0882,0.5052,0.4292,0
2,74,0.7484,0.056,0.127,0.3471,0
2,75,0.7532,0.0791,0.3434,0.4016,0
2,76,0.6052,0.0766,0.5209,0.3769,0
2,77,0.7369,0.0475,0.1638,0.3465,0
2,78,0.9899,0.0487,0.2312,0.4617,0
2,79,0.7073,0.0,0.4887,0.3807,0
2,80,0.7133,0.0654,0.2404,0.3595,0
2,81,0.7189,0.1786,0.4703,0.4531,0
2,82,0.8651,0.0,0.2702,0.4001,0
2,83,0.6119,0.0309,0.0,0.2571,0
2,84,0.9789,0.0422,0.3191,0.4723,1
2,85,0.802,0.0167,0.1849,0.3645,0
2,86,0.7659,0.0851,0.5036,0.4411,0
2,87,0.746,0.1388,0.5586,0.4656,1
2,88,0.8693,0.0947,0.2552,0.4366,0
2,89,0.8583,0.018,0.0365,0.3578,0
2,90,0.9463,0.0983,0.2905,0.4759,1
2,91,0.6887,0.0519,0.0424,0.3047,0
2,92,0.9367,0.1117,0.7595,0.5713,2
2,93,0.6392,0.0157,0.0376,0.2695,0
2,94,0.7385,0.0485,0.0145,0.3177,0
2,95,0.6484,0.0487,0.3062,0.3401,0
2,96,0.8162,0.0748,0.4775,0.4519,0
2,97,0.7064,0.0665,0.4472,0.3986,0
2,98,0.7671,0.0314,0.1385,0.3471,0
2,99,0.7336,0.0902,0.5398,0.4375,0
2,100,0.7206,0.0166,0.4746,0.3898,0
2,101,0.6217,0.0755,0.0814,0.2952,0
2,102,0.6179,0.0239,0.3412,0.3249,0
2,103,0.7033,0.058,0.0435,0.3132,0
2,104,0.6465,0.0,0.0162,0.2619,0
2,105,0.8572,0.0565,0.2401,0.4135,0
2,106,0.7373,0.0002,0.215,0.338,0
2,107,0.6451,0.0013,0.062,0.2709,0
2,108,0.5742,0.0141,0.0,0.2353,0
2,109,0.6405,0.027,0.0562,0.2782,0
2,110,0.9304,0.0723,0.3765,0.4764,1
2,111,0.8448,0.0612,0.6104,0.4845,1
2,112,0.8714,0.1567,0.2604,0.4634,1
2,113,0.6276,0.0664,0.0108,0.2798,0
2,114,0.8057,0.0391,0.6271,0.4634,1
2,115,0.7124,0.0,0.2073,0.3264,0
2,116,0.6708,0.0713,0.2264,0.3422,0
2,117,0.8086,0.0457,0.1766,0.3771,0
2,118,0.6678,0.0703,0.2629,0.3478,0
2,119,0.7897,0.0726,0.1531,0.3756,0
2,120,0.8421,0.0775,0.1795,0.4038,0
2,121,0.915,0.0585,0.6995,0.5293,2
2,122,0.7869,0.0441,0.3599,0.4044,0
2,123,0.8522,0.0887,0.7368,0.5237,1
2,124,0.8306,0.1751,0.6221,0.5267,1
2,125,0.5896,0.0292,0.0,0.2475,0
2,126,0.5485,0.0234,0.0241,0.2335,0
2,127,0.7718,0.005,0.546,0.4199,0
2,128,0.726,0.0131,0.6248,0.4206,0
2,129,0.8369,0.0361,0.288,0.4068,0
2,130,0.809,0.0274,0.3988,0.4143,0
2,131,0.8605,0.0,0.1442,0.373,0
2,132,0.7844,0.0365,0.184,0.3651,0
2,133,0.5908,0.0368,0.0131,0.2537,0
2,134,0.77,0.0,0.4519,0.3984,0
2,135,0.7131,0.0685,0.5706,0.4267,0
2,136,0.7521,0.0303,0.0,0.313,0
2,137,0.6787,0.0201,0.137,0.3069,0
2,138,0.8532,0.0,0.1188,0.365,0
2,139,0.6469,0.0677,0.4267,0.3712,0
2,140,0.7104,0.1419,0.7517,0.4913,1
2,141,0.7379,0.026,0.0656,0.3187,0
2,142,0.7752,0.0046,0.1393,0.3398,0
2,143,0.6427,0.0209,0.0532,0.2761,0
2,144,0.752,0.0716,0.1264,0.3548,0
2,145,0.7204,0.0901,0.2716,0.3785,0
2,146,0.7817,0.0637,0.0712,0.3524,0
2,147,1.0,0.0422,0.2116,0.4592,0
2,148,0.7252,0.0494,0.1596,0.3418,0
2,149,0.8531,0.0232,0.0577,0.362,0
2,150,0.522,0.1701,0.5621,0.3893,0
2,151,0.9406,0.0975,0.1426,0.4438,0
2,152,0.6099,0.0,0.0,0.244,0
2,153,0.9145,0.0482,0.1896,0.423,0
2,154,0.78,0.0401,0.0841,0.3448,0
2,155,0.939,0.058,0.5741,0.5136,1
2,156,0.6554,0.0391,0.5454,0.3869,0
2,157,0.7607,0.0647,0.3849,0.4071,0
2,158,0.8316,0.0148,0.1046,0.3595,0
2,159,0.9059,0.0501,0.3217,0.4467,0
2,160,0.6886,0.0258,0.0593,0.2976,0
2,161,0.8312,0.0448,0.1027,0.371,0
2,162,0.4822,0.002,0.1476,0.2232,0
2,163,0.7745,0.0716,0.4447,0.4274,0
2,164,0.8097,0.0,0.1038,0.3446,0
2,165,0.7416,0.1539,0.164,0.391,0
2,166,0.7524,0.036,0.3803,0.3915,0
2,167,0.8471,0.0,0.1966,0.3782,0
2,168,0.8405,0.0915,0.4707,0.4669,1
2,169,0.8188,0.0335,0.6342,0.4678,1
2,170,0.6215,0.0,0.1521,0.279,0
2,171,0.9615,0.0371,0.1779,0.435,0
2,172,0.8271,0.0265,0.1437,0.3702,0
2,173,0.8548,0.0334,0.531,0.4615,0
2,174,0.8018,0.0216,0.2783,0.385,0
2,175,0.6313,0.0,0.0,0.2525,0
2,176,0.8808,0.0148,0.6675,0.4918,1
2,177,0.9086,0.051,0.1935,0.4226,0
2,178,0.6733,0.0333,0.0724,0.2971,0
2,179,0.8267,0.0484,0.3946,0.4289,0
2,180,0.7442,0.0578,0.5918,0.4391,0
2,181,0.7324,0.0506,0.1052,0.3342,0
2,182,0.7047,0.1169,0.457,0.42,0
2,183,0.7612,0.0124,0.1575,0.3409,0
2,184,0.6872,0.0,0.0,0.2749,0
2,185,0.8224,0.0362,0.2079,0.385,0
2,186,0.7221,0.0378,0.8703,0.478,1
2,187,0.7738,0.0171,0.2398,0.3643,0
2,188,0.5811,0.0679,0.2784,0.3153,0
2,189,0.7649,0.0275,0.2489,0.3668,0
2,190,0.9147,0.0097,0.1936,0.4085,0
2,191,0.6268,0.0164,0.0247,0.2622,0
2,192,0.8296,0.061,0.4293,0.4421,0
2,193,0.76,0.0398,0.3833,0.3966,0
2,194,0.8022,0.0,0.0798,0.3368,0
2,195,0.7783,0.0997,0.3293,0.417,0
2,196,0.605,0.1566,0.1119,0.327,0
2,197,0.6538,0.0808,0.5707,0.408,0
2,198,0.7554,0.0281,0.1284,0.3391,0
2,199,0.6648,0.0456,0.0,0.2842,0
